dc_identifier,dcterms_extent,ldp_contains,fedora_writable,fedora_created,dc_creator,dcterms_spatial,dcterms_medium,tamudigital_local/details,fedora_lastModifiedBy,dc_type,fedora_hasParent,dc_subject,fedora_lastModified,dc_title,dc_rights,dcterms_type,dc_format,fedora_createdBy,files,dc_relation,dcterms_temporal,dcterms_created,dc_contributor
1003,"1 sheet of red, blue, white and light brown marbled paper; 15.25 x 17.00 (uneven edges) in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/45/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/45/pages,false,2022-06-21T13:52:39.036000+00:00,"Ozeum, Mr.",China--Xinjiang Uygur Zizhiqu,Paper,"Surface application; Marbled; M4.D5.F1; Mr. Ozeum donated the sheet to Sidney E. Berger and Michele V. Cloonan.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.g; Not signed; Stamped; Not stickered; Not embossed; #01002 and #01003 stored together in onion paper folder; sheet stapled to onion paper folder; [stamped in purple ink on paper folder] ""KHOTAN PAPER, Handmade and marbled, Xinjiang Uygur Autonomous Region PRC, CACAS, Central Asian Culture Art Society""; [stamped in purple ink on paper folder]: ""Limited Edition #all rights by OZEUM <uygur13@tnn.net>""",fedoraAdmin,Stormont marbled paper|art reproduction,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects,Marbled papers,2022-06-21T13:52:39.036000+00:00,Berger-Cloonan #1003,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,StillImage,reformatted digital,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/45/pages/page_0/files/01003.jpg,M4.D5.F1.A,,,Central Asian Culture Art Society
4,"1 sheet of blue, yellow, brown, cream and white marbled paper; 21.00 x 29.00 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/5/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/5/pages,false,2022-06-21T13:51:53.519000+00:00,"Breugel, Eva Van",Holland,Paper,"Surface application; Marbled; M5.D4.F1; Underlying pattern is stone marbling; overlying pattern is random marbling; paper very thin; Sidney E. Berger and Michele V. Cloonan purchased the sheet from Kathy Link in 2009. All papers purchased from Kathy Link originally came from the Bennington, Vermont bindery of Gerhard Gerlach and Kathryn (Posey) Gerlach (Kathy Link's parents). Michele V. Cloonan studied bookbinding under Kathryn (Posey) Gerlach.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.3; Signed; Not stamped; Not stickered; Not embossed; [written in pencil on verso]: ""Eva Van Breugel""",fedoraAdmin,Over-marbled papers|marbled paper|art reproduction,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects,Marbling (Bookbinding)|Marbled papers,2022-06-21T13:51:53.519000+00:00,Berger-Cloonan #4,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,StillImage,reformatted digital,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/5/pages/page_0/files/00004.jpg,M5.D4.F1.A,,,
984,"1 sheet of red, purple, green, black and white marbled paper; 4.50 x 9.75 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/26/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/26/orderProxies,false,2022-06-21T13:52:08.720000+00:00,"Duzgunman, Mustafa",,Paper,"Surface application; Marbled; M4.D5.F1; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.f; Signed; Not stamped; Not stickered; Not embossed; Stored in plastic sleeve; [written in pencil on verso]: ""Mustafa Duzgunman1981""",fedoraAdmin,agate marbled paper|art reproduction|Stone marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects,Marbled papers,2022-06-21T13:52:08.720000+00:00,Berger-Cloonan #984,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,StillImage,reformatted digital,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/26/pages/page_0/files/00984.jpg,M4.D5.F1.A,1980s,1981,
1129,"1 sheet of blue, red, green, pink and white marbled paper; 20.25 x 25.25 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/104/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/104/pages,false,2022-06-21T13:54:19.560000+00:00,"Cockerell, Douglas|Cockerell, Sydney Morris",England--Cambridge,Paper,"Surface application; Marbled; M4.D3.F7; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1; Not signed; Stamped; Not stickered; Not embossed; Douglas Cockerell and Sidney Cockerell, father and son, were both talented English marblers. They marbled beginning in the 1970s.; [stamped in black ink on verso]: [copyright symbol] COCKERELL 1996 BARTON CAMBRIDGE CB3 7AD ENGLAND Tel/Fax 01223 262430 NO UNAUTHORISED REPRODUCTION""; [written in blue ink on verso]: ""2nd""",fedoraAdmin,Combed marbled papers|art reproduction|curl marbled paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects,Marbled papers,2022-06-21T13:54:19.560000+00:00,Berger-Cloonan #1129,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,StillImage,reformatted digital,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/104/pages/page_0/files/01129.jpg,,1990s,1996,Cockerell
4443,"1 sheet of light blue, dark blue, white and cream marbled paper; 19.50 x 27.50 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/139/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/139/pages,false,2022-06-21T13:55:17.871000+00:00,"Frigge, Karli",Netherlands,Paper,"Distribution of fibers; Surface application; Laid; Marbled; M4.D3.F4; Agate marble with densely cellular aspect and 6 nuclei or eyes with floral design; laid paper; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.4.f; Not signed; Stamped; Ink on verso; slightly curled; The Berger/Cloonan paper collection contains a large number of the works of Karli Frigge. Sidney E. Berger wrote Karli Frigge's Life in Marbling (Newtown, PA: Bird & Bull Press, 2004), in which he claims that Karli Frigge is perhaps the greatest marbler in history.; [stamped in black ink on verso]: ""KARLI FRIGGE LOCHEMSEWEG 75 7215 RA JOPPE NEDERLAND [printed in an open square]""",fedoraAdmin,art reproduction|Stone marbled papers|agate marbled paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects,Marbled papers,2022-06-21T13:55:17.871000+00:00,Berger-Cloonan #4443,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,StillImage,reformatted digital,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/139/pages/page_0/files/04443.jpg,,,,
1101-001,"1 sheet of red, black and white marbled paper; 20.25 x 25.25 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/76/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/76/orderProxies,false,2022-06-21T13:53:31.700000+00:00,"Cockerell, Douglas|Cockerell, Sydney Morris",England,Paper,"Surface application; Marbled; M4.D5.F4; Sidney E. Berger and Michele V. Cloonan purchased the sheet from the Paper Source in Los Angeles, California circa 1988.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1; Not signed; Stamped; Not stickered; Not embossed; Douglas Cockerell and Sidney Cockerell, father and son, were both talented English marblers. They marbled beginning in the 1970s.; [stamped in black ink on verso][copyright symbol] COCKERELLENGLAND""",fedoraAdmin,Combed marbled papers|curl marbled paper|art reproduction,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects,Marbled papers,2022-06-21T13:53:31.700000+00:00,Berger-Cloonan #1101-001,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,StillImage,reformatted digital,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/76/pages/page_0/files/01101-001.jpg,,,,Cockerell
14,"1 sheet of yellow, blue, red, green, black and white marbled paper; 19.50 x 27.50 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/15/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/15/pages,false,2022-06-21T13:51:32.802000+00:00,"Breugel, Eva Van",Holland,Paper,"Surface application; Marbled; M5.D4.F1; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.f; Not signed; Stamped; Not stickered; Not embossed; [stamped in blue ink on verso]: ""EVA VAN BREUGEL""; [written in pencil on verso]: ""Jan. 2001""",fedoraAdmin,agate marbled paper|art reproduction|Stone marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects,Marbled papers,2022-06-21T13:51:32.802000+00:00,Berger-Cloonan #14,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,StillImage,reformatted digital,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/15/pages/page_0/files/00014.jpg,M5.D4.F1.A,2000s,2001-01 [?],
1006,"1 sheet of red, yellow, blue, green, brown and white marbled paper; 5.75 x 8.25  in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/48/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/48/orderProxies,false,2022-06-21T13:52:44.039000+00:00,"Almaleh, Beki",Turkey--Istanbul,Paper,"Surface application; Marbled; M4.D5.F1; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.c; Signed; Not stamped; Not stickered; Not embossed; #01006 and #01007 stored together in envelope; [written in black ink on recto]: ""Beki Almaleh""",fedoraAdmin,Dutch marbled paper|French snail marbled papers|art reproduction|curl marbled paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects,Marbled papers,2022-06-21T13:52:44.039000+00:00,Berger-Cloonan #1006,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,StillImage,reformatted digital,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/48/pages/page_0/files/01006.jpg,M4.D5.F1.A,,,
1090,"1 sheet of brown, gray, black and white marbled paper; 3.00 x 25.25 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/65/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/65/pages,false,2022-06-21T13:53:10.722000+00:00,"Cockerell, Douglas|Cockerell, Sydney Morris",England,Paper,"Surface application; Marbled; M4.D5.F5; Sidney E. Berger and Michele V. Cloonan purchased the sheet from the Paper Source in Los Angeles, California circa 1988.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1; Not signed; Not stamped; Not stickered; Not embossed; Douglas Cockerell and Sidney Cockerell, father and son, were both talented English marblers. They marbled beginning in the 1970s.",fedoraAdmin,art reproduction|Combed marbled papers|curl marbled paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects,Marbled papers,2022-06-21T13:53:10.722000+00:00,Berger-Cloonan #1090,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,StillImage,reformatted digital,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/65/pages/page_0/files/01090.jpg,,,,Cockerell
997,"1 sheet of gray, blue, red, yellow, white and light brown marbled paper; 15.50 x 17.50 (uneven edges) in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/39/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/39/orderProxies,false,2022-06-21T13:52:28.846000+00:00,"Ozeum, Mr.",China--Xinjiang Uygur Zizhiqu,Paper,"Surface application; Marbled; M4.D5.F1; Mr. Ozeum donated the sheet to Sidney E. Berger and Michele V. Cloonan.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4; Not signed; Stamped; Not stickered; Not embossed; #00996 and #00997 stored together in onion paper folder; sheet stapled to onion paper folder; [stamped in purple ink on paper folder] ""KHOTAN PAPER, Handmade and marbled, Xinjiang Uygur Autonomous Region PRC, CACAS, Central Asian Culture Art Society""; [stamped in purple ink on paper folder]: ""Limited Edition #all rights by OZEUM <uygur13@tnn.net>""",fedoraAdmin,marbled paper|art reproduction|Random marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects,Marbled papers,2022-06-21T13:52:28.846000+00:00,Berger-Cloonan #997,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,StillImage,reformatted digital,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/39/pages/page_0/files/00997.jpg,M4.D5.F1.A,,,Central Asian Culture Art Society
6280,"1 sheet of red, brown, black, gold and orange marbled paper; 31.00 x 43.00 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/151/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/151/pages,false,2022-06-21T13:55:38.477000+00:00,"Miura, Einen",,Paper,"Surface application; Marbled; M5.D4.F14; Slight metallic sheen; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4; Signed; Not stamped; Stickered; Not embossed; Corner and edge creased; stained on verso; [written in white ink on recto]: ""EINEN""; [written in blue ink on yellow post-it note on recto]: ""special effects""",fedoraAdmin,Random marbled papers|marbled paper|art reproduction,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects,Marbled papers,2022-06-21T13:55:38.477000+00:00,Berger-Cloonan #6280: Special Effects,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,StillImage,reformatted digital,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/151/pages/page_0/files/06280.jpg,M5.D4.F14.A,,,
3744,"1 sheet of mauve, red, bluish green and white marbled paper; 26.75 x 19.50 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/123/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/123/orderProxies,false,2022-06-21T13:54:56.084000+00:00,"Pinar, Nuri",Turkey,Paper,"Surface application; Marbled; M4.D5.F1; Underlying pattern is stone marbling; overlying pattern is figured marbling with two red carnation-like flowers drawn on tall blue-green stems with leaves; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.2.a; VIII.F.4.f; Signed; Not stamped; [written twice in black ink on recto]: ""Nuri Pinar2002-izmir""; [printed in pencil on verso]: ""NURI PINARTURKEY2002""",fedoraAdmin,Stone marbled papers|agate marbled paper|art reproduction,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects,Marbled papers,2022-06-21T13:54:56.084000+00:00,Berger-Cloonan #3744,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,StillImage,reformatted digital,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/123/pages/page_0/files/03744.jpg,,2000s,2002,
4444,"1 sheet of light blue, dark blue, white and cream marbled paper; 19.50 x 27.50 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/140/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/140/pages,false,2022-06-21T13:55:22.157000+00:00,"Frigge, Karli",Netherlands,Paper,"Distribution of fibers; Surface application; Laid; Marbled; M4.D3.F4; Agate marble with densely cellular aspect and 6 nuclei or eyes with floral design; laid paper; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.4.f; Not signed; Stamped; Ink on verso; slightly curled; The Berger/Cloonan paper collection contains a large number of the works of Karli Frigge. Sidney E. Berger wrote Karli Frigge's Life in Marbling (Newtown, PA: Bird & Bull Press, 2004), in which he claims that Karli Frigge is perhaps the greatest marbler in history.; [stamped in black ink on verso]: ""KARLI FRIGGE LOCHEMSEWEG 75 7215 RA JOPPE NEDERLAND [printed in an open square]""",fedoraAdmin,art reproduction|agate marbled paper|Stone marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects,Marbled papers,2022-06-21T13:55:22.157000+00:00,Berger-Cloonan #4444,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,StillImage,reformatted digital,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/140/pages/page_0/files/04444.jpg,,,,
